@relation basefightstraining
@attribute fight_outcome {D,L,W}

@attribute fight_country {Japan,Philippines,Nicaragua,Thailand,Panama,Indonesia,Mexico,Argentina,'United Kingdom','South Africa',Brazil,France,Australia,USA,'Costa Rica',Ecuador,Colombia,Bolivia,Belgium,China,Canada,Tanzania,Spain,Chile,Russia,'Dominican Republic',Belarus,Italy,Kyrgyzstan,Kazakhstan,Venezuela,Namibia,Monaco,Laos,Georgia,Finland,Switzerland,Hungary,Germany,'Czech Republic','New Zealand',Croatia,'Puerto Rico',Singapore,Poland,Denmark,Macedonia,Ukraine,Ireland,Latvia,Slovakia,Austria,'Bosnia And Herzegovina',Slovenia,Azerbaijan,Honduras,Peru,Romania,'South Korea','United Arab Emirates',Haiti,Luxembourg,Estonia,Turkey,Netherlands,Greece,Martinique,Albania,'Trinidad And Tobago','French Polynesia',Sweden,Uruguay,Kenya,Kosovo,Serbia,Morocco,Ghana,Egypt,Uganda,Portugal,'Congo (Democratic Republic Of The)',Montenegro,Moldova,Lithuania,Algeria,Guyana,Fiji,Bulgaria,Aruba,Timor-Leste,Malta,'U.S. Virgin Islands','New Caledonia',Paraguay,Uzbekistan,Benin}

@attribute fight_scheduled {3,4,5,6,8,9,10,11,12}

@attribute fight_division {bantamweight,cruiserweight,featherweight,flyweight,heavyweight,'light flyweight','light heavyweight',lightweight,middleweight,minimumweight,'super bantamweight','super featherweight','super flyweight','super lightweight','super middleweight','super welterweight',welterweight}

@attribute boxer_localOvisitante {LOCAL,VISITANTE}
@attribute boxer_years_since_debut numeric

@attribute boxer_stance {orthodox,southpaw}
@attribute boxer_fights numeric

@attribute boxer_won numeric
@attribute Boxer_last_6_score numeric
@attribute boxer_last2 {'{w,l}','{d,l}','{l,w}','{l,l}','{w,w}','{w,d}','{d,w}','{d,d}','{l,d}'}
@attribute opponent_localOvisitante {LOCAL,VISITANTE}

@attribute opponent_years_since-debut numeric

@attribute opponent_stance {southpaw,orthodox}
@attribute opponent_fights numeric
@attribute opponent_won numeric

@attribute opponent_last6_score numeric

@attribute opponent_last2 {'{w,l}','{l,w}','{d,l}','{l,l}','{w,w}','{w,d}','{d,d}','{l,d}','{d,w}'}

@attribute boxer_age2 numeric
@attribute opponent_age2 numeric


@data
W,Philippines,10,flyweight,LOCAL,1,orthodox,10,90,5,'{w,w}',LOCAL,2,orthodox,13,77,6,'{w,w}',21,19
L,Indonesia,12,welterweight,VISITANTE,3,orthodox,15,67,0,'{w,w}',LOCAL,13,orthodox,17,76,6,'{w,w}',23,31
L,USA,10,heavyweight,LOCAL,12,orthodox,28,57,-2,'{w,l}',LOCAL,22,orthodox,60,88,4,'{w,w}',37,42
L,Mexico,12,'super lightweight',VISITANTE,11,orthodox,30,77,0,'{l,w}',LOCAL,10,orthodox,33,61,0,'{w,l}',29,27
W,'United Kingdom',8,'super welterweight',LOCAL,3,orthodox,9,100,6,'{w,w}',LOCAL,10,orthodox,41,44,-2,'{w,l}',21,34
L,USA,8,welterweight,LOCAL,11,orthodox,47,68,0,'{l,l}',LOCAL,5,orthodox,18,100,6,'{w,w}',33,24
W,Hungary,12,heavyweight,LOCAL,18,orthodox,70,71,6,'{w,w}',LOCAL,1,orthodox,12,75,6,'{w,w}',47,26
L,Russia,10,cruiserweight,VISITANTE,5,orthodox,20,80,4,'{w,w}',LOCAL,2,orthodox,13,100,6,'{w,w}',30,19
L,Japan,10,'light flyweight',LOCAL,5,orthodox,13,100,6,'{w,w}',LOCAL,7,orthodox,19,89,5,'{d,w}',28,26
W,Italy,6,middleweight,LOCAL,4,orthodox,13,92,4,'{w,w}',VISITANTE,5,orthodox,44,34,-2,'{w,l}',28,30
L,Mexico,12,'light flyweight',VISITANTE,7,orthodox,37,70,3,'{w,w}',LOCAL,8,orthodox,37,86,6,'{w,w}',26,28
W,Mexico,10,minimumweight,VISITANTE,7,orthodox,29,93,3,'{d,l}',LOCAL,10,orthodox,32,59,2,'{w,w}',23,26
W,USA,10,featherweight,LOCAL,2,southpaw,10,100,6,'{w,w}',VISITANTE,4,southpaw,14,86,6,'{w,w}',21,21
L,Philippines,6,featherweight,LOCAL,2,orthodox,8,75,4,'{d,w}',LOCAL,3,orthodox,9,78,4,'{w,l}',23,19
L,Japan,6,'light flyweight',LOCAL,5,orthodox,11,55,0,'{l,w}',LOCAL,1,orthodox,6,83,4,'{l,w}',25,18
L,'United Kingdom',3,middleweight,LOCAL,3,orthodox,17,100,6,'{w,w}',LOCAL,11,orthodox,37,68,3,'{w,d}',22,29
W,Brazil,12,cruiserweight,LOCAL,15,orthodox,29,62,6,'{w,w}',VISITANTE,10,orthodox,71,70,4,'{w,w}',40,33
W,USA,10,'super welterweight',LOCAL,5,orthodox,18,100,6,'{w,w}',LOCAL,4,orthodox,24,54,-2,'{l,l}',21,24
W,Ukraine,8,welterweight,LOCAL,9,orthodox,26,96,6,'{w,w}',VISITANTE,6,orthodox,27,63,0,'{w,l}',33,26
W,'Costa Rica',6,'super featherweight',LOCAL,8,orthodox,18,22,0,'{w,w}',VISITANTE,4,orthodox,29,34,2,'{l,w}',25,21
L,Argentina,10,'super bantamweight',LOCAL,7,southpaw,29,83,0,'{w,l}',VISITANTE,6,orthodox,23,96,4,'{w,l}',30,29
L,Japan,4,'light flyweight',LOCAL,2,orthodox,9,22,-2,'{l,l}',LOCAL,3,orthodox,6,17,-1,'{d,l}',28,26
L,Mexico,10,lightweight,LOCAL,3,orthodox,12,92,5,'{w,w}',VISITANTE,4,orthodox,23,96,6,'{w,w}',23,25
W,USA,6,cruiserweight,LOCAL,5,southpaw,23,100,6,'{w,w}',LOCAL,8,orthodox,62,34,-6,'{l,l}',25,38
L,USA,12,middleweight,VISITANTE,12,orthodox,33,88,2,'{l,w}',VISITANTE,7,orthodox,26,100,6,'{w,w}',30,31
L,Indonesia,12,flyweight,LOCAL,6,orthodox,22,64,2,'{w,l}',LOCAL,6,orthodox,20,60,2,'{l,w}',26,24
L,Colombia,10,'super middleweight',VISITANTE,10,orthodox,36,67,-2,'{l,l}',LOCAL,3,orthodox,18,94,4,'{w,l}',33,35
W,Argentina,6,middleweight,LOCAL,9,orthodox,38,29,-2,'{w,l}',LOCAL,5,orthodox,17,65,-2,'{l,l}',37,29
W,Ukraine,12,middleweight,VISITANTE,9,orthodox,28,86,4,'{l,w}',VISITANTE,9,orthodox,29,72,0,'{l,w}',32,28
L,USA,10,'super welterweight',VISITANTE,15,orthodox,47,79,2,'{w,l}',LOCAL,7,orthodox,26,92,6,'{w,w}',34,29
W,'United Kingdom',6,'super bantamweight',LOCAL,7,orthodox,10,100,6,'{w,w}',VISITANTE,7,southpaw,59,31,2,'{w,w}',30,35
W,Honduras,10,featherweight,LOCAL,2,orthodox,10,80,2,'{w,l}',VISITANTE,4,orthodox,29,14,-4,'{l,l}',19,22
L,Argentina,12,welterweight,LOCAL,8,orthodox,56,79,2,'{w,w}',LOCAL,3,orthodox,19,100,6,'{w,w}',27,25
L,Germany,12,heavyweight,VISITANTE,5,orthodox,16,100,6,'{w,w}',VISITANTE,17,orthodox,56,86,6,'{w,w}',34,33
W,Germany,8,'super welterweight',LOCAL,3,orthodox,10,100,6,'{w,w}',VISITANTE,7,southpaw,24,63,1,'{d,w}',26,28
L,Italy,4,'super featherweight',VISITANTE,3,southpaw,20,15,-4,'{l,l}',LOCAL,6,orthodox,22,91,6,'{w,w}',31,32
L,USA,8,welterweight,VISITANTE,6,orthodox,15,73,5,'{w,d}',LOCAL,4,orthodox,15,100,6,'{w,w}',27,21
L,Nicaragua,6,flyweight,LOCAL,3,orthodox,16,44,1,'{l,w}',LOCAL,0,orthodox,8,75,6,'{w,w}',23,18
D,Philippines,8,'super bantamweight',LOCAL,2,southpaw,13,46,-1,'{l,w}',LOCAL,1,orthodox,8,100,6,'{w,w}',20,22
W,USA,10,'super welterweight',VISITANTE,5,southpaw,16,94,4,'{w,w}',VISITANTE,7,orthodox,23,87,2,'{w,l}',32,32
L,'United Kingdom',12,'super bantamweight',VISITANTE,9,orthodox,35,83,5,'{w,d}',LOCAL,6,orthodox,28,93,4,'{w,d}',29,24
L,'United Kingdom',12,'super middleweight',VISITANTE,11,orthodox,32,78,0,'{w,l}',LOCAL,3,southpaw,14,93,4,'{w,w}',34,26
W,USA,10,featherweight,VISITANTE,7,orthodox,35,83,0,'{l,l}',LOCAL,7,orthodox,14,71,2,'{w,l}',23,28
L,USA,10,heavyweight,LOCAL,18,orthodox,42,55,-6,'{l,l}',LOCAL,15,orthodox,41,83,2,'{w,w}',42,39
W,Argentina,8,'super bantamweight',LOCAL,6,orthodox,48,27,-1,'{l,l}',LOCAL,3,orthodox,17,53,2,'{w,w}',29,24
D,Argentina,8,flyweight,LOCAL,3,orthodox,12,83,4,'{w,w}',LOCAL,6,orthodox,12,25,-4,'{l,l}',23,27
W,Germany,12,'super middleweight',LOCAL,4,orthodox,27,100,6,'{w,w}',VISITANTE,8,orthodox,26,88,4,'{w,w}',23,28
D,Argentina,6,lightweight,LOCAL,3,orthodox,8,100,6,'{w,w}',LOCAL,2,orthodox,11,82,5,'{w,d}',26,23
W,Mexico,10,bantamweight,LOCAL,1,southpaw,6,100,6,'{w,w}',LOCAL,1,orthodox,14,29,-2,'{l,l}',18,20
W,'United Kingdom',6,'super lightweight',LOCAL,5,orthodox,7,100,6,'{w,w}',LOCAL,3,orthodox,36,14,-6,'{l,l}',27,25
W,Mexico,12,'super featherweight',LOCAL,3,orthodox,15,47,-1,'{d,l}',LOCAL,3,orthodox,14,93,5,'{w,w}',22,20
L,Germany,6,'super welterweight',VISITANTE,13,orthodox,44,43,-2,'{l,l}',LOCAL,8,orthodox,18,89,4,'{w,w}',37,31
W,Philippines,10,'super bantamweight',LOCAL,3,southpaw,17,35,-4,'{l,w}',LOCAL,4,orthodox,22,36,-4,'{w,l}',23,23
L,USA,12,'super middleweight',VISITANTE,18,orthodox,67,76,2,'{l,w}',VISITANTE,9,orthodox,28,96,4,'{l,w}',42,33
D,USA,8,welterweight,VISITANTE,3,orthodox,8,88,6,'{w,w}',LOCAL,7,orthodox,29,83,1,'{d,l}',21,35
L,Finland,8,welterweight,VISITANTE,7,orthodox,33,61,0,'{w,w}',LOCAL,4,orthodox,11,100,6,'{w,w}',27,28
W,Ukraine,12,cruiserweight,LOCAL,4,orthodox,20,100,6,'{w,w}',VISITANTE,5,orthodox,23,96,4,'{l,w}',28,35
L,Ukraine,12,cruiserweight,VISITANTE,9,orthodox,36,72,0,'{w,w}',LOCAL,5,orthodox,17,100,6,'{w,w}',36,26
W,Philippines,10,'super flyweight',LOCAL,6,orthodox,22,73,1,'{w,l}',LOCAL,5,orthodox,16,69,-4,'{l,l}',23,22
L,'United Kingdom',6,heavyweight,LOCAL,6,orthodox,19,53,-6,'{l,l}',LOCAL,7,orthodox,18,72,2,'{w,l}',35,32
L,Germany,6,'super lightweight',VISITANTE,11,southpaw,33,39,-6,'{l,l}',VISITANTE,1,orthodox,6,100,6,'{w,w}',32,29
L,'United Kingdom',10,'light heavyweight',LOCAL,7,orthodox,13,77,3,'{l,d}',LOCAL,7,southpaw,14,86,4,'{w,w}',33,29
L,China,12,flyweight,VISITANTE,4,southpaw,12,83,4,'{w,d}',LOCAL,4,orthodox,12,58,4,'{d,d}',22,24
L,France,10,'super lightweight',LOCAL,7,orthodox,25,72,3,'{w,w}',LOCAL,4,southpaw,17,65,1,'{w,l}',26,26
L,USA,12,'super middleweight',VISITANTE,7,orthodox,25,100,6,'{w,w}',VISITANTE,13,orthodox,37,81,2,'{w,w}',34,34
W,Argentina,12,'super welterweight',LOCAL,9,orthodox,35,91,4,'{w,l}',LOCAL,6,orthodox,34,47,4,'{w,w}',28,27
W,Japan,8,'super flyweight',LOCAL,5,orthodox,14,71,2,'{l,w}',LOCAL,6,orthodox,15,47,-1,'{l,w}',26,30
L,Argentina,6,heavyweight,LOCAL,20,orthodox,28,46,-2,'{w,l}',LOCAL,12,orthodox,76,86,0,'{w,w}',46,41
W,Argentina,10,'super welterweight',LOCAL,8,orthodox,42,95,6,'{w,w}',VISITANTE,3,orthodox,17,71,-1,'{l,l}',28,20
L,Japan,8,'super bantamweight',LOCAL,7,orthodox,20,70,2,'{l,w}',LOCAL,3,orthodox,11,73,2,'{l,w}',24,23
L,Japan,12,bantamweight,VISITANTE,9,southpaw,37,97,6,'{w,w}',LOCAL,10,southpaw,30,97,6,'{w,w}',29,26
W,'United Kingdom',6,'super welterweight',LOCAL,3,orthodox,14,100,6,'{w,w}',LOCAL,1,orthodox,12,8,-5,'{l,l}',27,31
W,USA,12,'super featherweight',VISITANTE,10,southpaw,44,89,3,'{w,l}',VISITANTE,12,orthodox,54,78,5,'{w,w}',26,30
W,Japan,4,bantamweight,LOCAL,2,orthodox,9,67,2,'{w,w}',LOCAL,3,orthodox,7,86,4,'{w,w}',26,23
L,China,10,'light flyweight',VISITANTE,12,orthodox,53,38,-6,'{l,l}',LOCAL,8,orthodox,29,79,4,'{l,w}',27,31
L,'United Kingdom',12,lightweight,LOCAL,8,orthodox,29,97,6,'{w,w}',LOCAL,2,orthodox,12,100,6,'{w,w}',28,20
W,Argentina,12,'super flyweight',LOCAL,13,southpaw,43,93,4,'{w,w}',VISITANTE,4,orthodox,21,76,5,'{d,w}',37,22
W,Germany,12,heavyweight,VISITANTE,18,orthodox,57,86,6,'{w,w}',VISITANTE,13,orthodox,46,57,0,'{w,w}',34,38
W,'Puerto Rico',10,'super bantamweight',LOCAL,9,southpaw,27,93,4,'{w,l}',VISITANTE,7,orthodox,19,79,3,'{w,l}',28,24
W,Thailand,12,'super featherweight',LOCAL,7,orthodox,35,94,6,'{w,w}',VISITANTE,7,orthodox,22,50,3,'{d,w}',29,22
W,Australia,10,middleweight,LOCAL,2,orthodox,10,100,6,'{w,w}',LOCAL,11,southpaw,47,36,-1,'{l,w}',21,30
L,Argentina,8,lightweight,LOCAL,6,orthodox,31,35,2,'{w,l}',LOCAL,3,orthodox,16,88,3,'{l,d}',31,27
L,Thailand,12,'super featherweight',VISITANTE,12,orthodox,47,62,-5,'{l,l}',LOCAL,9,southpaw,52,90,4,'{l,w}',27,30
W,'Puerto Rico',12,'super featherweight',LOCAL,3,orthodox,18,100,6,'{w,w}',VISITANTE,10,southpaw,47,83,4,'{w,w}',24,29
L,Hungary,10,'super middleweight',VISITANTE,2,orthodox,9,44,0,'{w,l}',LOCAL,4,orthodox,16,100,6,'{w,w}',26,31
W,USA,6,heavyweight,VISITANTE,2,orthodox,9,100,6,'{w,w}',LOCAL,9,orthodox,9,78,2,'{l,w}',22,33
W,Japan,5,'super bantamweight',LOCAL,2,orthodox,10,80,4,'{w,w}',LOCAL,2,southpaw,9,89,6,'{w,w}',22,19
W,Japan,8,flyweight,LOCAL,5,orthodox,20,85,4,'{w,w}',LOCAL,6,orthodox,19,53,-2,'{l,l}',23,30
W,'South Africa',12,minimumweight,LOCAL,5,orthodox,21,95,4,'{w,w}',VISITANTE,10,southpaw,32,78,0,'{w,l}',23,31
L,Serbia,12,'super welterweight',VISITANTE,2,southpaw,19,63,-2,'{l,w}',LOCAL,2,orthodox,13,92,6,'{w,w}',25,31
W,'United Kingdom',12,'light heavyweight',LOCAL,5,orthodox,19,95,4,'{w,w}',VISITANTE,7,orthodox,31,97,6,'{w,w}',29,33
L,France,8,'super bantamweight',LOCAL,8,orthodox,25,20,-4,'{w,l}',LOCAL,6,orthodox,20,90,6,'{w,w}',30,27
L,Japan,8,featherweight,LOCAL,7,southpaw,14,43,1,'{d,w}',LOCAL,4,southpaw,12,67,4,'{w,w}',24,22
L,Nicaragua,10,flyweight,VISITANTE,3,orthodox,16,75,4,'{w,w}',LOCAL,5,orthodox,27,59,2,'{d,w}',23,32
L,'United Kingdom',8,heavyweight,VISITANTE,8,orthodox,24,71,-4,'{l,l}',LOCAL,4,orthodox,12,100,6,'{w,w}',34,27
L,Russia,12,cruiserweight,LOCAL,4,southpaw,16,100,6,'{w,w}',VISITANTE,13,orthodox,50,94,6,'{w,w}',30,31
W,Argentina,6,welterweight,LOCAL,5,orthodox,31,42,0,'{w,d}',LOCAL,3,orthodox,15,87,2,'{w,w}',26,23
L,Slovakia,6,'super middleweight',VISITANTE,6,orthodox,27,59,2,'{w,w}',VISITANTE,2,orthodox,7,100,6,'{w,w}',36,32
W,USA,12,lightweight,VISITANTE,11,orthodox,49,96,4,'{w,w}',LOCAL,12,orthodox,36,94,6,'{w,w}',28,31
D,France,6,'super middleweight',LOCAL,4,orthodox,16,25,-3,'{l,l}',LOCAL,3,orthodox,17,59,2,'{w,l}',25,25
L,Spain,8,'super lightweight',VISITANTE,5,orthodox,19,37,-1,'{l,w}',LOCAL,1,orthodox,7,100,6,'{w,w}',26,28
W,Japan,6,'super flyweight',LOCAL,5,orthodox,10,40,0,'{l,l}',LOCAL,6,orthodox,9,44,0,'{w,l}',26,30
L,France,12,middleweight,VISITANTE,8,orthodox,25,96,6,'{w,w}',LOCAL,8,orthodox,26,100,6,'{w,w}',27,28
W,'Puerto Rico',6,'super featherweight',VISITANTE,5,orthodox,10,90,5,'{w,w}',LOCAL,11,orthodox,24,63,-4,'{l,l}',24,29
W,Argentina,6,featherweight,LOCAL,5,orthodox,35,51,2,'{l,w}',VISITANTE,2,orthodox,21,33,0,'{l,w}',27,24
L,USA,8,lightweight,VISITANTE,2,orthodox,17,76,0,'{l,w}',LOCAL,3,orthodox,12,100,6,'{w,w}',23,23
L,France,10,heavyweight,LOCAL,3,southpaw,12,58,2,'{w,l}',LOCAL,9,orthodox,29,97,6,'{w,w}',31,32
D,Japan,6,'super bantamweight',LOCAL,10,orthodox,27,63,4,'{w,w}',LOCAL,7,orthodox,22,45,0,'{l,l}',29,26
W,Argentina,10,'super lightweight',LOCAL,9,orthodox,38,68,0,'{w,l}',LOCAL,4,orthodox,17,53,-2,'{l,w}',28,26
L,Philippines,12,minimumweight,VISITANTE,5,orthodox,28,75,-1,'{w,l}',LOCAL,3,orthodox,22,82,5,'{w,w}',22,23
W,USA,12,flyweight,LOCAL,10,orthodox,31,90,4,'{w,w}',VISITANTE,11,orthodox,41,85,4,'{w,w}',30,30
L,USA,10,'super lightweight',VISITANTE,5,orthodox,14,86,4,'{w,w}',LOCAL,4,orthodox,17,94,6,'{w,w}',27,26
W,Mexico,12,'super welterweight',LOCAL,4,orthodox,19,89,6,'{w,w}',LOCAL,6,orthodox,24,71,1,'{l,l}',23,22
W,France,6,'super welterweight',LOCAL,3,orthodox,11,91,4,'{w,w}',VISITANTE,4,orthodox,31,23,-3,'{l,l}',23,28
L,Argentina,6,'light heavyweight',LOCAL,3,orthodox,16,13,-4,'{w,l}',LOCAL,4,orthodox,31,74,2,'{l,w}',26,28
L,Argentina,4,lightweight,LOCAL,2,orthodox,11,64,1,'{w,w}',LOCAL,1,orthodox,7,100,6,'{w,w}',24,20
L,Russia,12,cruiserweight,VISITANTE,9,orthodox,21,81,6,'{w,w}',VISITANTE,24,orthodox,64,88,0,'{w,w}',35,44
W,Argentina,10,welterweight,LOCAL,6,orthodox,23,96,4,'{w,l}',LOCAL,15,orthodox,45,69,6,'{w,w}',28,34
L,USA,12,welterweight,LOCAL,9,southpaw,26,96,4,'{w,w}',LOCAL,5,orthodox,23,96,5,'{w,w}',26,25
L,USA,12,'super featherweight',VISITANTE,11,orthodox,33,85,4,'{w,w}',VISITANTE,4,orthodox,16,94,4,'{w,w}',30,23
L,Japan,8,'super featherweight',LOCAL,2,orthodox,9,89,4,'{w,w}',LOCAL,4,southpaw,9,89,4,'{w,w}',22,23
L,Philippines,12,'light flyweight',LOCAL,3,orthodox,13,92,6,'{w,w}',LOCAL,4,orthodox,16,75,4,'{w,w}',20,23
W,'United Kingdom',10,heavyweight,LOCAL,2,orthodox,10,100,6,'{w,w}',LOCAL,3,orthodox,15,100,6,'{w,w}',27,26
L,'United Kingdom',8,heavyweight,VISITANTE,9,southpaw,55,13,-6,'{l,l}',LOCAL,2,orthodox,15,100,6,'{w,w}',32,26
L,USA,10,'super welterweight',VISITANTE,5,orthodox,19,95,4,'{w,w}',VISITANTE,8,southpaw,34,94,4,'{w,w}',25,29
L,USA,10,'light heavyweight',VISITANTE,9,orthodox,35,80,2,'{l,l}',VISITANTE,1,orthodox,6,100,6,'{w,w}',32,24
L,Denmark,6,'super middleweight',VISITANTE,1,southpaw,6,100,6,'{w,w}',VISITANTE,2,orthodox,6,83,4,'{w,w}',27,21
L,Japan,10,welterweight,LOCAL,6,orthodox,17,82,4,'{w,w}',LOCAL,6,orthodox,18,94,4,'{w,w}',29,27
W,Ireland,10,middleweight,VISITANTE,2,orthodox,10,90,4,'{l,w}',LOCAL,5,orthodox,18,78,2,'{l,w}',31,27
L,'United Kingdom',10,lightweight,VISITANTE,13,orthodox,35,69,2,'{l,w}',LOCAL,3,orthodox,14,93,4,'{w,l}',35,22
W,Philippines,10,bantamweight,LOCAL,5,orthodox,18,61,1,'{w,d}',VISITANTE,5,orthodox,15,93,4,'{w,w}',22,22
W,Japan,8,'super flyweight',LOCAL,12,orthodox,31,52,-1,'{l,d}',LOCAL,5,orthodox,13,62,2,'{w,l}',30,23
W,USA,12,'super middleweight',VISITANTE,8,orthodox,36,89,2,'{w,l}',VISITANTE,4,orthodox,22,91,6,'{w,w}',28,21
W,Japan,5,'super bantamweight',LOCAL,4,orthodox,8,75,4,'{l,w}',LOCAL,6,southpaw,13,46,0,'{w,l}',32,28
L,Poland,8,'light heavyweight',VISITANTE,15,orthodox,39,74,0,'{l,l}',LOCAL,2,orthodox,9,100,6,'{w,w}',40,27
W,Japan,8,flyweight,LOCAL,3,orthodox,11,64,5,'{w,w}',LOCAL,8,orthodox,12,58,0,'{l,w}',20,26
L,Mexico,10,'super lightweight',LOCAL,16,orthodox,69,65,-2,'{l,l}',LOCAL,6,orthodox,27,96,4,'{w,w}',37,22
W,USA,12,heavyweight,VISITANTE,5,orthodox,18,94,4,'{w,l}',VISITANTE,5,orthodox,25,76,2,'{w,w}',32,33
W,'United Kingdom',10,'super welterweight',LOCAL,2,orthodox,10,100,6,'{w,w}',LOCAL,3,orthodox,22,18,-4,'{l,l}',20,23
L,Germany,10,cruiserweight,VISITANTE,2,orthodox,14,93,4,'{l,w}',LOCAL,4,orthodox,17,100,6,'{w,w}',19,20
L,France,8,heavyweight,VISITANTE,4,orthodox,12,83,2,'{l,w}',VISITANTE,6,orthodox,24,96,4,'{w,w}',34,30
W,Argentina,8,welterweight,LOCAL,4,orthodox,16,81,2,'{w,l}',LOCAL,8,orthodox,25,64,-2,'{l,l}',24,28
W,Japan,8,flyweight,LOCAL,8,orthodox,18,83,5,'{w,w}',LOCAL,10,orthodox,25,56,1,'{w,l}',26,28
D,Argentina,6,welterweight,VISITANTE,2,southpaw,7,86,4,'{w,l}',LOCAL,2,orthodox,8,50,-1,'{l,l}',26,24
L,Mexico,12,flyweight,VISITANTE,4,orthodox,24,63,5,'{w,w}',LOCAL,6,orthodox,13,77,2,'{w,w}',31,24
D,Japan,8,featherweight,VISITANTE,5,southpaw,17,88,6,'{w,w}',LOCAL,3,orthodox,11,82,4,'{w,w}',21,20
L,USA,12,lightweight,VISITANTE,15,orthodox,36,81,3,'{d,w}',LOCAL,6,orthodox,24,100,6,'{w,w}',32,26
W,'United Kingdom',12,'super bantamweight',LOCAL,7,orthodox,30,93,4,'{w,w}',VISITANTE,7,orthodox,31,84,2,'{l,w}',25,24
L,Canada,12,'super middleweight',VISITANTE,12,orthodox,43,72,4,'{w,w}',LOCAL,2,southpaw,11,100,6,'{w,w}',37,30
D,Mexico,8,'light heavyweight',LOCAL,2,orthodox,10,80,5,'{w,w}',LOCAL,6,orthodox,21,48,-4,'{l,l}',30,34
L,Philippines,8,lightweight,LOCAL,6,orthodox,21,90,4,'{w,l}',LOCAL,2,orthodox,13,46,-2,'{l,w}',26,20
W,Philippines,8,'light flyweight',LOCAL,2,orthodox,14,79,6,'{w,w}',LOCAL,5,southpaw,36,22,-3,'{l,d}',18,27
L,Mexico,10,featherweight,LOCAL,7,southpaw,28,75,0,'{l,l}',LOCAL,8,orthodox,23,70,0,'{w,w}',30,27
W,France,10,middleweight,LOCAL,3,orthodox,17,88,2,'{w,w}',LOCAL,7,orthodox,20,75,4,'{w,w}',22,32
L,Algeria,8,middleweight,VISITANTE,9,orthodox,28,43,-2,'{w,l}',VISITANTE,8,southpaw,22,82,4,'{w,w}',28,34
W,USA,10,'super lightweight',VISITANTE,9,orthodox,26,88,4,'{w,w}',LOCAL,5,orthodox,24,92,6,'{w,w}',29,23
W,'Puerto Rico',12,'super lightweight',VISITANTE,7,orthodox,27,100,6,'{w,w}',VISITANTE,7,orthodox,23,87,2,'{w,w}',26,33
W,'United Kingdom',6,'super middleweight',LOCAL,1,orthodox,6,100,6,'{w,w}',VISITANTE,5,orthodox,38,26,-4,'{l,l}',23,26
W,Panama,8,minimumweight,LOCAL,3,southpaw,11,91,4,'{w,w}',LOCAL,12,orthodox,39,54,-5,'{l,d}',18,30
D,'United Kingdom',4,'super middleweight',LOCAL,2,orthodox,13,15,-6,'{l,l}',LOCAL,5,orthodox,22,55,-4,'{l,l}',28,25
L,France,12,middleweight,VISITANTE,9,orthodox,62,66,0,'{l,w}',LOCAL,15,orthodox,49,53,4,'{w,l}',34,34
W,Philippines,6,'super featherweight',LOCAL,4,orthodox,14,93,6,'{w,w}',LOCAL,5,southpaw,22,32,-4,'{l,l}',20,23
L,Thailand,6,'light flyweight',VISITANTE,6,orthodox,32,31,-2,'{l,l}',LOCAL,11,orthodox,47,85,6,'{w,w}',28,28
W,Argentina,12,'super flyweight',LOCAL,14,southpaw,44,93,6,'{w,w}',VISITANTE,3,orthodox,14,93,4,'{w,w}',38,20
W,Peru,9,'super middleweight',LOCAL,7,orthodox,13,92,6,'{w,w}',VISITANTE,4,orthodox,18,61,1,'{l,d}',35,31
W,Argentina,6,middleweight,LOCAL,3,orthodox,16,88,4,'{l,w}',LOCAL,3,southpaw,19,47,-3,'{l,l}',27,24
W,Philippines,10,'light flyweight',LOCAL,1,southpaw,9,100,6,'{w,w}',LOCAL,3,southpaw,18,67,0,'{l,l}',25,21
L,Ukraine,12,heavyweight,VISITANTE,12,orthodox,39,85,4,'{w,l}',VISITANTE,6,orthodox,24,100,6,'{w,w}',31,34
D,Canada,10,heavyweight,VISITANTE,6,southpaw,20,100,6,'{w,w}',VISITANTE,9,orthodox,30,97,6,'{w,w}',28,33
L,Germany,12,heavyweight,VISITANTE,13,orthodox,38,92,6,'{w,w}',VISITANTE,13,southpaw,27,93,4,'{w,l}',40,31
L,Belgium,8,cruiserweight,LOCAL,7,orthodox,27,93,4,'{w,w}',VISITANTE,4,orthodox,13,77,2,'{w,w}',32,29
D,Spain,10,featherweight,LOCAL,4,orthodox,12,58,2,'{d,w}',LOCAL,7,orthodox,18,28,-2,'{l,d}',28,28
W,Canada,6,'super welterweight',LOCAL,1,southpaw,6,100,6,'{w,w}',VISITANTE,16,orthodox,66,80,-4,'{l,l}',22,36
L,Japan,6,'super featherweight',LOCAL,4,orthodox,11,73,2,'{l,w}',LOCAL,4,orthodox,11,73,1,'{w,l}',33,22
L,USA,10,'super lightweight',VISITANTE,14,orthodox,44,64,4,'{w,l}',VISITANTE,11,southpaw,29,93,4,'{l,w}',35,26
L,USA,6,welterweight,VISITANTE,2,orthodox,10,100,6,'{w,w}',LOCAL,4,orthodox,18,44,-6,'{l,l}',27,31
W,Thailand,10,'light flyweight',LOCAL,3,orthodox,26,92,6,'{w,w}',VISITANTE,5,orthodox,28,54,-6,'{l,l}',21,22
L,Germany,10,middleweight,VISITANTE,8,orthodox,43,81,2,'{l,w}',VISITANTE,3,orthodox,14,100,6,'{w,w}',27,27
